,price_doc
18182,5950000
18183,7700000
18184,7000000
18185,8300000
18186,7250000
18187,11600000
18188,7500000
18189,6800000
18190,14500000
18191,1300000
18192,5500000
18193,6200000
18194,11550000
18195,9169236
18196,8100000
18197,7250750
18198,16325739
18199,6950000
18200,8450000
18201,3941493
18202,10400000
18203,6550000
18204,6768000
18205,9700000
18206,9900000
18207,10400000
18208,13700000
18209,9850000
18210,4950000
18211,7889900
18212,2000000
18213,1000000
18214,8048950
18215,3802453
18216,8286850
18217,3000000
18218,10700000
18219,6150000
18220,5446282
18221,1000000
18222,6085800
18223,4700058
18224,990000
18225,12900000
18226,5850000
18227,12300000
18228,1000000
18229,1000000
18230,4737810
18231,8883798
18232,6674145
18233,7741337
18234,2134774
18235,8250000
18236,7100000
18237,8400000
18238,5433282
18239,4950000
18240,4400000
18241,2200000
18242,4700000
18243,7000000
18244,7120000
18245,5100000
18246,23700000
18247,5626421
18248,6036800
18249,2896143
18250,15000000
18251,4400000
18252,8000000
18253,5600000
18254,7536900
18255,7150000
18256,5169855
18257,8550000
18258,5700336
18259,3983996
18260,6339420
18261,11688430
18262,4400000
18263,6800000
18264,7300000
18265,10000000
18266,1100000
18267,7084000
18268,4900000
18269,6700000
18270,4950000
18271,15600000
18272,12500000
18273,6444948
18274,2356414
18275,5491332
18276,8300000
18277,3421600
18278,6200000
18279,24500000
18280,3020626
18281,31350000
18282,7789100
18283,5550000
18284,5433282
18285,7850000
18286,7400000
18287,5300000
18288,8800000
18289,7558065
18290,6800000
18291,3852800
18292,3800000
18293,6823080
18294,7300000
18295,5850000
18296,6856978
18297,5335000
18298,12136596
18299,13300000
18300,6822842
18301,6500000
18302,6272000
18303,6786000
18304,4400000
18305,4640000
18306,6999550
18307,9990000
18308,4400000
18309,4462000
18310,8500000
18311,9200000
18312,5600000
18313,7014465
18314,6300000
18315,8300000
18316,7200000
18317,4890600
18318,6390000
18319,6700000
18320,7100000
18321,4500000
18322,7017480
18323,7000000
18324,5700000
18325,8500000
18326,4400000
18327,8255570
18328,7559063
18329,16500000
18330,8800000
18331,6755206
18332,4400000
18333,4851901
18334,1732252
18335,6450000
18336,6213200
18337,69818672
18338,6800000
18339,13100000
18340,7700000
18341,6213200
18342,12900000
18343,5600000
18344,13000000
18345,5900000
18346,7250000
18347,6786000
18348,9000000
18349,6900000
18350,7185200
18351,14500000
18352,6613675
18353,2000000
18354,5363268
18355,4000000
18356,6740712
18357,5400000
18358,5850000
18359,6050000
18360,8300000
18361,6850000
18362,7900000
18363,7600000
18364,8632964
18365,7860088
18366,1000000
18367,9000000
18368,3404915
18369,8500000
18370,6300000
18371,6750000
18372,5335000
18373,18469636
18374,5450000
18375,4449600
18376,6036800
18377,6962776
18378,4740000
18379,7453219
18380,3000000
18381,8896500
18382,6900000
18383,4886497
18384,19200000
18385,6100000
18386,32150000
18387,9450000
18388,990000
18389,1000000
18390,5900000
18391,10000000
18392,5900000
18393,8104000
18394,13000000
18395,5783796
18396,7230000
18397,7650000
18398,5221475
18399,5200000
18400,5080042
18401,1000000
18402,7400000
18403,8500000
18404,12400000
18405,6500000
18406,16250000
18407,6809378
18408,7412730
18409,7743850
18410,7535190
18411,4400000
18412,8200000
18413,9500000
18414,1100000
18415,8425620
18416,4400000
18417,7950000
18418,7581560
18419,7530000
18420,5892160
18421,1200000
18422,9350000
18423,8500000
18424,5550000
18425,8025000
18426,1000000
18427,10200000
18428,5485960
18429,7250750
18430,27000000
18431,6900000
18432,6328140
18433,2000000
18434,6272000
18435,11600000
18436,8600000
18437,12150000
18438,2100000
18439,2500000
18440,3600000
18441,7000000
18442,4500000
18443,9516497
18444,3461416
18445,14800571
18446,4983720
18447,6000000
18448,6900000
18449,1000000
18450,8341978
18451,5897862
18452,6229850
18453,4100000
18454,5300000
18455,4459458
18456,5703971
18457,6200000
18458,6400000
18459,12500000
18460,7768150
18461,4400000
18462,6400000
18463,8700000
18464,11000000
18465,8404830
18466,2000000
18467,13912056
18468,6367900
18469,7150000
18470,6800000
18471,6000000
18472,8561540
18473,5150000
18474,6500000
18475,3318635
18476,7062000
18477,6850000
18478,6564000
18479,9725000
18480,14962709
18481,11000000
18482,7006009
18483,7450000
18484,6592000
18485,25500000
18486,4640000
18487,6300000
18488,11700000
18489,6600000
18490,15500000
18491,5300000
18492,5200000
18493,7000000
18494,5087221
18495,5300000
18496,4400000
18497,6000000
18498,13500000
18499,7559063
18500,8800000
18501,4400000
18502,10700000
18503,18500000
18504,6500000
18505,16250000
18506,9500000
18507,6085800
18508,1050000
18509,5662000
18510,7828380
18511,8883798
18512,4850000
18513,15400000
18514,3000000
18515,5700000
18516,10850000
18517,7741230
18518,9200000
18519,14000000
18520,2000000
18521,7000000
18522,2000000
18523,6140072
18524,7000000
18525,15919294
18526,3498632
18527,8103000
18528,7150000
18529,1150000
18530,10000000
18531,6800000
18532,14600000
18533,5544085
18534,18000000
18535,17850000
18536,8750000
18537,3421600
18538,10950000
18539,8403938
18540,5828383
18541,5640000
18542,6581700
18543,1000000
18544,6350000
18545,7300000
18546,4235000
18547,5900000
18548,5950000
18549,9500000
18550,5300000
18551,6365190
18552,15600000
18553,5200000
18554,6344800
18555,6985192
18556,8245697
18557,4829736
18558,5347463
18559,6700000
18560,4785666
18561,14000000
18562,5850000
18563,27353700
18564,5969082
18565,5654572
18566,8500000
18567,4400000
18568,9176109
18569,11150000
18570,3810798
18571,10900000
18572,4095960
18573,1000000
18574,6300000
18575,6919739
18576,7300000
18577,990000
18578,6200000
18579,6999367
18580,1000000
18581,4400000
18582,5470436
18583,13200000
18584,6440000
18585,7740600
18586,7989757
18587,7100000
18588,7900000
18589,4000000
18590,8150000
18591,3480000
18592,4442130
18593,8040000
18594,6550950
18595,8500000
18596,6272100
18597,8500000
18598,3000000
18599,8400000
18600,6675730
18601,14400000
18602,5300000
18603,1000000
18604,9600000
18605,8850000
18606,4785666
18607,6500000
18608,16400000
18609,29500000
18610,3000000
18611,2132573
18612,2000000
18613,8211559
18614,14200000
18615,7700000
18616,7400000
18617,8550000
18618,6058607
18619,4399834
18620,4002124
18621,3000000
18622,5406188
18623,5400000
18624,9400000
18625,8000000
18626,7000000
18627,6231000
18628,11100000
18629,6400000
18630,3151819
18631,6100000
18632,6700000
18633,5128538
18634,16700000
18635,7150000
18636,8400000
18637,5076940
18638,19000000
18639,14000000
18640,4400000
18641,8700000
18642,6530200
18643,6100000
18644,8800000
18645,4400000
18646,7721200
18647,3000000
18648,8300000
18649,5350000
18650,11800000
18651,4850000
18652,7552500
18653,8300000
18654,5000000
18655,10500000
18656,8500000
18657,5950000
18658,3000000
18659,5799150
18660,4268000
18661,6600000
18662,6250000
18663,6500000
18664,11000000
18665,5920000
18666,14000000
18667,9300000
18668,7401100
18669,10500000
18670,8000000
18671,3600000
18672,2000000
18673,5900000
18674,13500000
18675,6000000
18676,13500000
18677,8800000
18678,6272000
18679,21000000
18680,20400000
18681,6000000
18682,17000000
18683,3000000
18684,11000000
18685,6750000
18686,2543300
18687,4950000
18688,10300000
18689,4700000
18690,10700000
18691,9100000
18692,6944889
18693,17262000
18694,7650000
18695,8176570
18696,4467528
18697,15500000
18698,7100000
18699,6272000
18700,5000000
18701,4700000
18702,6434010
18703,6150000
18704,6500000
18705,13200000
18706,8100000
18707,5150000
18708,2856000
18709,6462080
18710,5750000
18711,6330830
18712,2000000
18713,5900000
18714,1732252
18715,4600000
18716,2000000
18717,5400000
18718,5171810
18719,6100000
18720,11600000
18721,9000000
18722,5700000
18723,24000000
18724,6261450
18725,10100000
18726,9200000
18727,9239052
18728,8247200
18729,3200000
18730,4386200
18731,4489670
18732,4750000
18733,7400000
18734,6592000
18735,16300000
18736,9000000
18737,8391794
18738,9650000
18739,2896598
18740,1000000
18741,12850000
18742,4021422
18743,7252870
18744,5700000
18745,12500000
18746,13350000
18747,6087300
18748,5826670
18749,5550000
18750,4648932
18751,6272000
18752,7500000
18753,6469389
18754,6482506
18755,11550000
18756,4400000
18757,8000000
18758,6300000
18759,10300000
18760,11800000
18761,7100000
18762,8500000
18763,5521802
18764,7731241
18765,12000000
18766,6666840
18767,11600000
18768,11500000
18769,990000
18770,1000000
18771,13200000
18772,7700000
18773,5500000
18774,6500000
18775,7400000
18776,6500000
18777,10700000
18778,12800000
18779,8100000
18780,7512830
18781,5317384
18782,4900000
18783,13500000
18784,10138914
18785,6000000
18786,6945000
18787,4700000
18788,6000000
18789,2000000
18790,7250000
18791,8500000
18792,24000000
18793,4762800
18794,10200000
18795,6592000
18796,18713200
18797,9300000
18798,1000000
18799,9200000
18800,6786799
18801,11000000
18802,7900000
18803,5300000
18804,9250000
18805,2000000
18806,9128910
18807,5850000
18808,5900000
18809,4700000
18810,3712661
18811,2908763
18812,51650004
18813,9700000
18814,7300000
18815,8000000
18816,4200000
18817,4000000
18818,4640000
18819,13250000
18820,6592000
18821,8266000
18822,5500000
18823,7400000
18824,6000000
18825,18200000
18826,9300000
18827,5800000
18828,4750000
18829,2800000
18830,16900000
18831,5350000
18832,6075000
18833,1100000
18834,2199436
18835,14000000
18836,3000000
18837,5400000
18838,14028940
18839,2000000
18840,1250000
18841,8988672
18842,5200000
18843,9000000
18844,5900000
18845,9150000
18846,7200000
18847,1000000
18848,4096180
18849,7900000
18850,3000000
18851,7097580
18852,7850000
18853,5400000
18854,7000000
18855,5521802
18856,5767688
18857,8270000
18858,7398000
18859,6500000
18860,5000000
18861,5450000
18862,5588313
18863,4400000
18864,5100000
18865,5500000
18866,8203779
18867,5400000
18868,2000000
18869,2132573
18870,22266144
18871,5200000
18872,7595100
18873,10700000
18874,2000000
18875,990000
18876,5195190
18877,11000000
18878,6200000
18879,1200000
18880,8400000
18881,6944889
18882,11000000
18883,6800000
18884,8400000
18885,9000000
18886,3000000
18887,5900000
18888,2500000
18889,20250000
18890,6538399
18891,12300000
18892,4520000
18893,7500000
18894,7900000
18895,2000000
18896,6400000
18897,6000000
18898,6918400
18899,6550000
18900,17000000
18901,4088370
18902,6500000
18903,3000000
18904,16200000
18905,18250000
18906,8600000
18907,6900000
18908,3899303
18909,6300000
18910,9100000
18911,7450000
18912,9000000
18913,5833756
18914,5600000
18915,5100000
18916,12800000
18917,2638436
18918,5361876
18919,8700000
18920,4500000
18921,4560000
18922,6400000
18923,5493000
18924,10800000
18925,6400000
18926,6900000
18927,3000000
18928,6100000
18929,6200000
18930,6700000
18931,5400000
18932,3606128
18933,24267600
18934,6500000
18935,7500000
18936,8500000
18937,6100000
18938,4389000
18939,12500000
18940,13454391
18941,5300000
18942,8100000
18943,8900000
18944,7344010
18945,8370000
18946,6450000
18947,6594984
18948,1000000
18949,6881498
18950,9600000
18951,1100000
18952,6850000
18953,6400000
18954,5000000
18955,4661048
18956,4640000
18957,5900000
18958,11500000
18959,6193849
18960,1715200
18961,4542500
18962,3748493
18963,14476879
18964,9991069
18965,7050000
18966,8700000
18967,6430000
18968,2000000
18969,1500000
18970,9600000
18971,5831509
18972,5750000
18973,1000000
18974,13400000
18975,5300000
18976,7000000
18977,8286850
18978,2688400
18979,9300000
18980,6265926
18981,9635260
18982,15750000
18983,5300000
18984,4462000
18985,7400000
18986,7402800
18987,6272000
18988,6272000
18989,7617874
18990,25500000
18991,10800000
18992,5200000
18993,7500000
18994,2000000
18995,5695200
18996,2518800
18997,6800000
18998,1990000
18999,23000000
19000,2518800
19001,7700000
19002,14500000
19003,7200000
19004,6000000
19005,10600000
19006,10450000
19007,10650000
19008,15550000
19009,5638230
19010,6450000
19011,5960000
19012,6400000
19013,15100000
19014,5000000
19015,10050000
19016,7600000
19017,8000000
19018,1000000
19019,49012500
19020,11900000
19021,6900000
19022,3710345
19023,6700000
19024,17500000
19025,6528000
19026,7500000
19027,5400000
19028,6800000
19029,25724274
19030,8400000
19031,8800000
19032,13100000
19033,23500000
19034,7109276
19035,2847100
19036,6085800
19037,3183097
19038,8200000
19039,5000000
19040,7100000
19041,8500000
19042,5913802
19043,5300000
19044,8200000
19045,16000000
19046,5335000
19047,2500000
19048,10300000
19049,7900000
19050,5000000
19051,4500000
19052,6272100
19053,6528000
19054,9590000
19055,13500000
19056,8607275
19057,8700000
19058,7800000
19059,6000000
19060,5609650
19061,8900000
19062,6600000
19063,9350000
19064,6250000
19065,7400000
19066,10000000
19067,6400000
19068,3080000
19069,7100000
19070,4900000
19071,18500000
19072,7600000
19073,8100000
19074,4886497
19075,4800000
19076,4500000
19077,5384665
19078,5400000
19079,2000000
19080,5900000
19081,6000000
19082,7100000
19083,7700000
19084,9200000
19085,4900000
19086,5150000
19087,5700000
19088,6100900
19089,6450000
19090,5400000
19091,7400000
19092,5550000
19093,4250000
19094,13000000
19095,80777440
19096,5090904
19097,4640000
19098,9750000
19099,8600000
19100,9400000
19101,8300000
19102,5100000
19103,5670000
19104,7869400
19105,6300000
19106,6000000
19107,5200000
19108,5500000
19109,1000000
19110,2000000
19111,7500000
19112,14800000
19113,7207650
19114,2000000
19115,10700000
19116,9600000
19117,10400000
19118,5904000
19119,10300000
19120,10550000
19121,2000000
19122,11000000
19123,7700000
19124,9650000
19125,7900000
19126,6464000
19127,5400000
19128,8500000
19129,33000000
19130,8700000
19131,6700000
19132,6950000
19133,2884034
19134,13600000
19135,5950000
19136,7027288
19137,12000000
19138,5600000
19139,6100000
19140,7600000
19141,12800000
19142,2000000
19143,6500000
19144,5450000
19145,12150000
19146,6600000
19147,6693091
19148,4500000
19149,5000000
19150,6700000
19151,9700000
19152,7643600
19153,3981457
19154,9859404
19155,7900000
19156,4520000
19157,12800000
19158,8360000
19159,14700000
19160,6300000
19161,8900000
19162,4000000
19163,4683120
19164,16500000
19165,14400000
19166,8700000
19167,8200000
19168,5000000
19169,4000000
19170,7750000
19171,4300000
19172,12500000
19173,6200000
19174,7500000
19175,10300000
19176,11830000
19177,6700000
19178,7644175
19179,6500000
19180,6390000
19181,5125000
19182,5100000
19183,11495527
19184,19275000
19185,1000000
19186,11000000
19187,5221657
19188,3790500
19189,9550000
19190,8050000
19191,4560000
19192,6301350
19193,13999995
19194,1000000
19195,7122962
19196,5430150
19197,6150000
19198,4488608
19199,7477400
19200,5774831
19201,12400000
19202,6836717
19203,8500000
19204,15200000
19205,1000000
19206,8100000
19207,6600000
19208,6900000
19209,7687363
19210,5588246
19211,7139200
19212,6071855
19213,8020375
19214,1000000
19215,5500000
19216,1000000
19217,6500000
19218,6150600
19219,6900000
19220,4900000
19221,3000000
19222,10000000
19223,6099240
19224,5500000
19225,6034455
19226,4612776
19227,8600000
19228,12500000
19229,7728210
19230,6600000
19231,7100000
19232,8883798
19233,4327440
19234,5100000
19235,14428655
19236,8600000
19237,11450000
19238,15800000
19239,10500000
19240,5550000
19241,6250000
19242,5520365
19243,8100000
19244,4076047
19245,10600000
19246,20286662
19247,4890000
19248,11992500
19249,1000000
19250,5000000
19251,9350000
19252,990000
19253,5313000
19254,4515000
19255,3611262
19256,4582000
19257,6971017
19258,6528000
19259,9200000
19260,6000000
19261,5700000
19262,7575700
19263,5400000
19264,4640000
19265,5500000
19266,3700000
19267,1000000
19268,6347400
19269,9200000
19270,1000000
19271,16700000
19272,13452460
19273,23900000
19274,6422050
19275,2170303
19276,5065844
19277,6000000
19278,7577580
19279,4446269
19280,4462000
19281,7252870
19282,3360400
19283,6750000
19284,14000000
19285,6800000
19286,4234000
19287,4560000
19288,8500000
19289,4800000
19290,4416640
19291,2500000
19292,4389000
19293,5654553
19294,12363974
19295,4100000
19296,8354320
19297,4400000
19298,6200000
19299,16200000
19300,8016840
19301,4612221
19302,1000000
19303,1000000
19304,5750000
19305,4000000
19306,1000000
19307,15162349
19308,5300000
19309,7323200
19310,6334200
19311,8841133
19312,4000000
19313,5970000
19314,5566860
19315,6500000
19316,10750000
19317,6796640
19318,6000000
19319,5600000
19320,4000000
19321,4400000
19322,2000000
19323,1000000
19324,6100000
19325,6358050
19326,12750000
19327,3900797
19328,19900000
19329,7400000
19330,5921955
19331,8200000
19332,6350000
19333,12350000
19334,3169480
19335,2000000
19336,13800000
19337,6750000
19338,1000000
19339,5200000
19340,9704567
19341,3000000
19342,26555006
19343,5798496
19344,6150000
19345,6100000
19346,11450000
19347,3834328
19348,2000000
19349,4800000
19350,10000000
19351,7575700
19352,15324059
19353,7600000
19354,3423615
19355,6200000
19356,5178762
19357,12200000
19358,4800000
19359,4648932
19360,4344492
19361,7604800
19362,5883821
19363,5112656
19364,6503200
19365,3611995
19366,5650000
19367,25080000
19368,5200000
19369,3856710
19370,5490000
19371,1000000
19372,15000000
19373,5000000
19374,16400000
19375,6300000
19376,6300000
19377,12200000
19378,9200000
19379,4500000
19380,7100000
19381,9300000
19382,5450000
19383,5872182
19384,9000000
19385,11700000
19386,7650000
19387,7300000
19388,6400000
19389,6808991
19390,8000000
19391,3000000
19392,5900000
19393,4640000
19394,9200000
19395,5650000
19396,2000000
19397,5493000
19398,2000000
19399,7722400
19400,8100000
19401,4740000
19402,7000000
19403,5380000
19404,3000000
19405,4493424
19406,7185200
19407,9500000
19408,10000000
19409,7800800
19410,11900000
19411,6907232
19412,4983300
19413,6000000
19414,6450000
19415,5500000
19416,6528000
19417,18700000
19418,5200000
19419,5569189
19420,6800000
19421,13700000
19422,6200000
19423,3611262
19424,5700000
19425,6150000
19426,10850000
19427,7200000
19428,8250000
19429,9400000
19430,5774085
19431,1000000
19432,7100000
19433,10700000
19434,1000000
19435,21900116
19436,7511048
19437,10650000
19438,7200000
19439,11300000
19440,4663117
19441,5600000
19442,8574360
19443,7150000
19444,7500000
19445,16840000
19446,13393107
19447,4862125
19448,12850000
19449,6752468
19450,7100000
19451,12500000
19452,7300000
19453,12000000
19454,2000000
19455,7700000
19456,7300000
19457,8800000
19458,5750000
19459,3750000
19460,2000000
19461,4601851
19462,4000000
19463,5150000
19464,5735028
19465,5950000
19466,7500000
19467,3000000
19468,10500000
19469,6250000
19470,6289920
19471,7800000
19472,3000000
19473,13500000
19474,5650000
19475,4664000
19476,7515000
19477,5500000
19478,7585200
19479,8169810
19480,5650000
19481,6878884
19482,6400000
19483,8800000
19484,7524720
19485,5800000
19486,4500000
19487,6250000
19488,5300000
19489,6528000
19490,6200000
19491,7358241
19492,3000000
19493,6719680
19494,7702800
19495,6316836
19496,3600000
19497,1330000
19498,8200000
19499,6300000
19500,9050000
19501,7229841
19502,9500000
19503,6600000
19504,6185375
19505,9517145
19506,2000000
19507,1000000
19508,15500000
19509,4740000
19510,14500000
19511,6300000
19512,5400000
19513,55000000
19514,8176000
19515,10519950
19516,12650000
19517,6200000
19518,6400000
19519,13089341
19520,7558065
19521,8853717
19522,10800000
19523,1937328
19524,3654400
19525,6150000
19526,10600000
19527,8600000
19528,5700000
19529,5793490
19530,8550000
19531,5550000
19532,6760600
19533,6128966
19534,1000000
19535,6400000
19536,7200000
19537,6528000
19538,11800000
19539,6000000
19540,13750000
19541,1200000
19542,4116354
19543,4640000
19544,4800000
19545,17797720
19546,4493424
19547,2932870
19548,5000000
19549,5695200
19550,3561990
19551,5709600
19552,8754728
19553,2800000
19554,8184938
19555,2000000
19556,8500000
19557,8400000
19558,6268500
19559,9300000
19560,6000000
19561,6682880
19562,7048122
19563,2199436
19564,6809000
19565,7000000
19566,7600000
19567,8247200
19568,6800000
19569,7250000
19570,4021422
19571,9159520
19572,5870065
19573,6600000
19574,5000000
19575,5500000
19576,2356414
19577,10300000
19578,6300000
19579,8015000
19580,9200000
19581,6528000
19582,7511048
19583,9177000
19584,10670000
19585,10052900
19586,5100000
19587,3935520
19588,7212996
19589,10570500
19590,6074816
19591,8850000
19592,6650000
19593,7566000
19594,6150000
19595,2000000
19596,7650000
19597,5500000
19598,4698521
19599,5425000
19600,4200000
19601,2543300
19602,7000000
19603,6600000
19604,7100000
19605,17000000
19606,5400000
19607,3130400
19608,4121333
19609,4750000
19610,7750000
19611,7050000
19612,10500000
19613,3461434
19614,12760883
19615,6000000
19616,6200000
19617,8800000
19618,5400000
19619,10200000
19620,5700000
19621,8500000
19622,6210540
19623,5139000
19624,7800000
19625,5600000
19626,11600000
19627,1000000
19628,7800000
19629,6000000
19630,7900000
19631,6600000
19632,6808922
19633,6200000
19634,5638230
19635,2000000
19636,6334200
19637,6000000
19638,1000000
19639,8000000
19640,2000000
19641,4914000
19642,5714614
19643,4789739
19644,2000000
19645,5790415
19646,7052078
19647,5600000
19648,6112158
19649,5499880
19650,6882081
19651,5888341
19652,6850000
19653,8400000
19654,12350000
19655,7675000
19656,6653800
19657,7722400
19658,12000000
19659,5005211
19660,6334200
19661,7524720
19662,8195396
19663,999000
19664,2000000
19665,4490000
19666,7000000
19667,8930000
19668,5005000
19669,990000
19670,31500000
19671,6480273
19672,12850000
19673,5200000
19674,7614500
19675,8800000
19676,7038692
19677,7286400
19678,7500000
19679,3500000
19680,4269850
19681,8600000
19682,5800000
19683,4400000
19684,7450000
19685,12900000
19686,10500000
19687,13400000
19688,10058480
19689,3400000
19690,6350000
19691,14600000
19692,8300000
19693,14000000
19694,9700000
19695,4600000
19696,4423200
19697,8400000
19698,12800000
19699,12000000
19700,8670000
19701,12500000
19702,7185200
19703,8400000
19704,14000000
19705,5600000
19706,8000000
19707,5723000
19708,41000000
19709,7600000
19710,7500000
19711,5150000
19712,2000000
19713,14400000
19714,2000000
19715,4250000
19716,8100000
19717,13500000
19718,7084000
19719,5800000
19720,5184000
19721,8200000
19722,6691300
19723,5400000
19724,5493000
19725,6900000
19726,10900000
19727,8200000
19728,8344319
19729,8200000
19730,5100000
19731,2000000
19732,13100000
19733,27161100
19734,6000000
19735,7600000
19736,5800000
19737,10700000
19738,3181695
19739,6600000
19740,6334200
19741,9840000
19742,5700340
19743,11900475
19744,2000000
19745,10400000
19746,1000000
19747,3581969
19748,6500000
19749,7000000
19750,5800000
19751,6334200
19752,10700000
19753,7027920
19754,5900995
19755,7552500
19756,1702558
19757,8700000
19758,3500000
19759,6080000
19760,6150000
19761,14470000
19762,5266925
19763,7700000
19764,5500000
19765,4231500
19766,7000000
19767,4970000
19768,6482506
19769,5900000
19770,4000000
19771,11900000
19772,2500000
19773,6050000
19774,11250000
19775,8850000
19776,4820000
19777,9100000
19778,1000000
19779,5750000
19780,7806510
19781,8160000
19782,4583436
19783,13176190
19784,7810600
19785,8016840
19786,8220547
19787,5800000
19788,7000000
19789,7000000
19790,6087360
19791,2000000
19792,6782490
19793,2199436
19794,12500000
19795,6720000
19796,9400000
19797,7400000
19798,5200000
19799,10400000
19800,8000000
19801,5015000
19802,7700000
19803,9200000
19804,7488956
19805,7505406
19806,9148392
19807,12750000
19808,6293400
19809,3000000
19810,7500000
19811,6878884
19812,1715200
19813,11250000
19814,7450000
19815,11150000
19816,6844024
19817,15100000
19818,7431823
19819,7325634
19820,5913241
19821,8659001
19822,9003162
19823,4983720
19824,5511377
19825,9250000
19826,1000000
19827,2199436
19828,7050000
19829,7130125
19830,7600000
19831,6900000
19832,8593170
19833,9300000
19834,13500000
19835,6850000
19836,6000000
19837,5500000
19838,4040250
19839,9600000
19840,7000000
19841,3000000
19842,3943865
19843,6670080
19844,4700000
19845,10027130
19846,6779496
19847,6500000
19848,6000000
19849,6028200
19850,6800000
19851,6550000
19852,4500000
19853,7109155
19854,6600000
19855,6350000
19856,4650000
19857,12800000
19858,6300000
19859,8593170
19860,9600000
19861,6200000
19862,7280000
19863,8700000
19864,7692750
19865,5347463
19866,5600000
19867,8500000
19868,7400000
19869,12200000
19870,5600000
19871,1000000
19872,12100000
19873,17950000
19874,7200000
19875,7477910
19876,10000000
19877,5760568
19878,12000000
19879,3000000
19880,5050000
19881,11450000
19882,6334200
19883,1000000
19884,4021422
19885,4960532
19886,5300000
19887,5637137
19888,4950000
19889,9050000
19890,6741000
19891,5624881
19892,6500000
19893,11750000
19894,990000
19895,1100000
19896,7600000
19897,7600000
19898,6000000
19899,9750000
19900,8800000
19901,7585200
19902,4804380
19903,8300000
19904,6593438
19905,3450000
19906,6559300
19907,2000000
19908,8033030
19909,6100000
19910,7730900
19911,4500000
19912,7100000
19913,5900000
19914,7150000
19915,1000000
19916,7663600
19917,5900000
19918,7500000
19919,6052500
19920,6750000
19921,1000000
19922,7505406
19923,6012273
19924,5473144
19925,4983720
19926,8500000
19927,5857600
19928,18316186
19929,11900000
19930,5970431
19931,5950000
19932,1000000
19933,10500000
19934,1000000
19935,6500000
19936,9800000
19937,6200000
19938,5500000
19939,4600000
19940,7722400
19941,8000000
19942,4738957
19943,6528000
19944,7900000
19945,6334200
19946,2600000
19947,6400000
19948,1000000
19949,3318635
19950,7200000
19951,9274800
19952,4640000
19953,4600000
19954,3800000
19955,5138208
19956,18513000
19957,3915981
19958,5733992
19959,6850000
19960,6200000
19961,5057000
19962,6918400
19963,5400000
19964,4640000
19965,13700000
19966,6464000
19967,4040250
19968,6300000
19969,7323200
19970,6300000
19971,6454720
19972,4250000
19973,6306477
19974,1000000
19975,6814110
19976,13400000
19977,13100000
19978,2000000
19979,6365131
19980,7600000
19981,8500000
19982,3411777
19983,5400000
19984,5450000
19985,5535908
19986,7800000
19987,6600000
19988,7400000
19989,5263402
19990,2199436
19991,3611995
19992,2525597
19993,5407820
19994,14000000
19995,11900000
19996,7750000
19997,3342130
19998,4500000
19999,7000000
20000,2000000
20001,7200000
20002,1100000
20003,8000000
20004,4500000
20005,8654555
20006,5005513
20007,2162590
20008,5485960
20009,7595843
20010,12700000
20011,13100000
20012,13300000
20013,13500000
20014,2500000
20015,8431600
20016,6400000
20017,12600000
20018,7200000
20019,6600000
20020,1000000
20021,5600000
20022,3760000
20023,11900000
20024,7600000
20025,16081900
20026,1000000
20027,2000000
20028,2199436
20029,8200000
20030,5639370
20031,7139200
20032,11300000
20033,7000000
20034,7514340
20035,6746700
20036,9000000
20037,4351147
20038,4640000
20039,3121872
20040,8850000
20041,5200000
20042,1000000
20043,10900000
20044,6350000
20045,7505406
20046,9203826
20047,12245000
20048,5561042
20049,2170303
20050,7500000
20051,4273500
20052,5700000
20053,8200031
20054,6000000
20055,5650000
20056,23600000
20057,5820000
20058,1000000
20059,6280450
20060,5000000
20061,13399171
20062,12600000
20063,4800000
20064,6400000
20065,7612000
20066,12200000
20067,5398575
20068,4612776
20069,12000000
20070,9000000
20071,6800000
20072,6400000
20073,5850000
20074,6500000
20075,6500000
20076,6100000
20077,6900000
20078,6314880
20079,10500000
20080,8700000
20081,4000000
20082,9000000
20083,2000000
20084,32945228
20085,6300000
20086,6293375
20087,11600000
20088,5859700
20089,15469574
20090,6200000
20091,1200000
20092,6825403
20093,3561990
20094,9500000
20095,8000000
20096,8700000
20097,9700000
20098,3063307
20099,4640000
20100,7100000
20101,6868785
20102,6100000
20103,15100000
20104,8800000
20105,7950000
20106,2000000
20107,9800000
20108,9680127
20109,6450000
20110,6785090
20111,6700000
20112,2118372
20113,8600000
20114,12300000
20115,3993845
20116,5300000
20117,4640000
20118,3000000
20119,2700000
20120,7500000
20121,7050000
20122,6100000
20123,6150000
20124,6550000
20125,5500000
20126,8986475
20127,5800000
20128,12500000
20129,7400000
20130,6726455
20131,9600000
20132,5900000
20133,11913737
20134,22500000
20135,8460000
20136,4661000
20137,18000000
20138,8250000
20139,6000000
20140,4964035
20141,4300000
20142,12750000
20143,2170303
20144,7224896
20145,14100000
20146,7900000
20147,15800000
20148,5888063
20149,8600000
20150,6400000
20151,8200000
20152,5750000
20153,10888000
20154,8300000
20155,21400000
20156,3899303
20157,11000000
20158,3000000
20159,4850000
20160,6925847
20161,5750000
20162,6397230
20163,6030000
20164,17016210
20165,6300000
20166,5250000
20167,5867427
20168,7200000
20169,6074821
20170,8100000
20171,9300000
20172,2500000
20173,7050000
20174,3352980
20175,4313750
20176,4923355
20177,14500000
20178,6241050
20179,5880639
20180,15200000
20181,10800000
